2	0	0	0
2.5	0.0192504	0.148255	1
3	0.127449	0.135029	1
3.5	0.129708	0.549683	2
4	0.275002	0.630421	4
4.5	0.510575	0.53628	4
5	0.509915	0.52634	4
5.5	0.509983	0.521924	4
6	0.511838	0.520297	4
6.5	0.127449	0.5201	1
7	0.130822	0.697106	2
7.5	0.281637	0.617187	3
8	0.254883	0.621656	2
8.5	0.258102	1.18828	4
9	0.512258	0.902169	4
9.5	0.509763	0.896596	4
10	0.510042	0.895316	4
10.5	0.382324	0.896926	3
11	0.395352	0.782256	4
11.5	0.509702	0.794168	4
12	0.388927	0.710426	4
12.5	0.505656	1.02052	5
13	0.650587	0.871286	5
13.5	0.516911	0.864365	5
14	0.637401	0.872724	5
14.5	0.517136	0.881581	4
15	0.38491	0.817439	4
15.5	0.383802	0.825943	3
16	0.298102	0.828579	3
16.5	0.382254	0.834022	3
17	0.285199	0.833931	3
17.5	0.403443	0.832576	4
18	0.509698	0.840857	4
18.5	0.509791	0.848778	4
19	0.509836	0.855818	4
19.5	0.509755	0.862264	4
20	0.51179	0.867954	4
20.5	0.254898	0.871197	2
21	0.255172	0.762059	3
21.5	0.254934	0.766619	2
22	0.254877	0.771247	2
22.5	0.25496	0.775269	2
23	0.258399	0.671353	3
23.5	0.262558	0.664689	3
24	0.25496	0.66877	2
24.5	0.247037	0.672601	2
25	0.262889	0.52955	4
25.5	0.272527	0.530951	3
26	0.254902	0.474071	3
26.5	0.127449	0.474675	1
27	0.0138754	0.474838	1
27.5	0.0536313	0.47379	2
28	0.2599	0.472911	3
28.5	0.284418	0.457025	4
29	0.509532	0.453997	5
29.5	0.513495	0.461077	4
30	0.509741	0.466195	4
30.5	0.368124	0.469662	3
31	0.275095	0.462005	4
31.5	0.535572	0.458632	6
32	0.63478	0.425117	6
32.5	0.646045	0.431066	6
33	0.669244	0.436323	6
33.5	0.767676	0.444114	6
34	0.770452	0.451605	6
34.5	0.645543	0.446673	6
35	0.644357	0.452303	5
35.5	0.531653	0.455835	5
36	0.641438	0.46117	5
36.5	0.517794	0.464026	5
37	0.650368	0.465732	6
37.5	0.763731	0.472412	6
38	0.558346	0.473947	6
38.5	0.509713	0.478506	4
39	0.392596	0.475595	4
39.5	0.526201	0.473473	6
40	0.770351	0.478916	6
40.5	0.641657	0.475042	7
41	0.851881	0.481495	7
41.5	0.886749	0.487657	7
42	0.640041	0.492722	5
42.5	0.65794	0.496727	6
43	0.51251	0.501101	4
43.5	0.571721	0.505134	5
44	0.639004	0.509531	5
44.5	0.509548	0.512782	4
45	0.38425	0.507346	4
45.5	0.50991	0.510186	4
46	0.382332	0.51265	3
46.5	0.4278	0.514148	4
47	0.509734	0.516973	4
47.5	0.509801	0.51966	4
48	0.382363	0.521801	3
48.5	0.382683	0.523545	3
49	0.275637	0.509733	4
49.5	0.509832	0.512114	4
50	0.384317	0.499142	4
50.5	0.509532	0.50204	4
51	0.512412	0.504978	4
51.5	0.493981	0.507339	4
52	0.382285	0.509501	3
52.5	0.394581	0.510095	4
53	0.382469	0.506155	4
53.5	0.528954	0.507692	5
54	0.637795	0.511003	5
54.5	0.637204	0.514151	5
55	0.620966	0.517149	5
55.5	0.637275	0.520103	5
56	0.509848	0.522497	4
56.5	0.509786	0.524845	4
57	0.506185	0.514551	5
57.5	0.639839	0.50781	6
58	0.765838	0.511798	6
58.5	0.770278	0.515581	6
59	0.63946	0.518577	5
59.5	0.509939	0.521268	4
60	0.509953	0.523619	4
60.5	0.382213	0.525253	3
61	0.387071	0.509646	4
61.5	0.509895	0.511523	4
62	0.407874	0.50872	5
62.5	0.641786	0.503189	6
63	0.509708	0.505291	4
63.5	0.509833	0.507354	4
64	0.521525	0.503225	5
64.5	0.384021	0.50216	4
65	0.509031	0.504588	4
65.5	0.509941	0.506906	4
66	0.509806	0.509247	4
66.5	0.509786	0.511487	4
67	0.509646	0.51369	4
67.5	0.509853	0.515848	4
68	0.383166	0.517238	3
68.5	0.254898	0.51813	2
69	0.264873	0.51422	3
69.5	0.382456	0.515546	3
70	0.38264	0.516739	3
70.5	0.245874	0.507513	4
71	0.510424	0.509257	4
71.5	0.382383	0.510518	3
72	0.382357	0.51176	3
72.5	0.38229	0.513025	3
73	0.399602	0.512931	4
73.5	0.510288	0.502443	5
74	0.637372	0.504677	5
74.5	0.637291	0.506775	5
75	0.512336	0.499367	5
75.5	0.637295	0.501565	5
76	0.637178	0.503781	5
76.5	0.643594	0.500106	6
77	0.759871	0.502688	6
77.5	0.764753	0.505238	6
78	0.764919	0.507723	6
78.5	0.820229	0.509901	6
79	0.639393	0.511986	5
79.5	0.64135	0.509782	6
80	0.769551	0.512246	6
80.5	0.76719	0.514621	6
81	0.762745	0.516968	6
81.5	0.768253	0.519055	6
82	0.638608	0.520788	5
82.5	0.510909	0.521914	4
83	0.382361	0.522918	3
83.5	0.409623	0.521736	5
84	0.509853	0.523105	4
84.5	0.509687	0.524485	4
85	0.511881	0.518527	5
85.5	0.637187	0.520529	5
86	0.648411	0.51944	6
86.5	0.765259	0.521775	6
87	0.764565	0.524042	6
87.5	0.740107	0.519485	7
88	0.888145	0.522037	7
88.5	0.677558	0.5243	5
89	0.637276	0.526254	5
89.5	0.637223	0.528231	5
90	0.558364	0.529655	5
90.5	0.641337	0.528956	6
91	0.764915	0.530819	6
91.5	0.65047	0.527494	6
92	0.382332	0.52858	3
92.5	0.40707	0.528738	4
93	0.412484	0.528431	4
93.5	0.509902	0.529585	4
94	0.512177	0.527971	5
94.5	0.640707	0.528201	6
95	0.639088	0.529625	5
95.5	0.543797	0.530584	5
96	0.586535	0.531699	5
96.5	0.536603	0.531687	5
97	0.384605	0.532701	3
97.5	0.412013	0.531712	5
98	0.638041	0.531138	6
98.5	0.763691	0.533213	6
99	0.771075	0.527613	7
99.5	0.764569	0.529704	6
100	0.76794	0.531501	6
100.5	0.65942	0.532994	6
101	0.797729	0.530626	7
101.5	0.637722	0.532006	5
102	0.637007	0.533137	5
102.5	0.457256	0.533952	4
103	0.513043	0.532558	5
103.5	0.515542	0.531941	5
104	0.530669	0.532362	5
104.5	0.509931	0.533668	4
105	0.523408	0.53399	5
105.5	0.509696	0.535142	4
106	0.382343	0.536019	3
106.5	0.382383	0.536861	3
107	0.389511	0.534256	4
107.5	0.382311	0.53519	3
108	0.382078	0.535792	3
108.5	0.147464	0.530596	3
109	0.39661	0.529297	4
109.5	0.542162	0.529845	5
110	0.644313	0.531082	5
110.5	0.512865	0.530831	5
111	0.58665	0.53204	5
111.5	0.646043	0.533327	5
112	0.382337	0.534196	3
112.5	0.434606	0.534911	4
113	0.532073	0.529167	6
113.5	0.637318	0.53046	5
114	0.635542	0.527288	6
114.5	0.762806	0.529004	6
115	0.762383	0.528195	7
115.5	0.857544	0.529972	7
116	0.905125	0.53192	7
116.5	0.798168	0.533788	6
117	0.764447	0.535498	6
117.5	0.766871	0.53694	6
118	0.637131	0.53832	5
118.5	0.637425	0.539711	5
119	0.642858	0.538894	6
119.5	0.7689	0.540134	6
120	0.427982	0.536777	5
120.5	0.637434	0.538092	5
121	0.654791	0.537592	6
121.5	0.509817	0.538585	4
122	0.531882	0.538439	5
122.5	0.641476	0.539065	6
123	0.770805	0.538485	7
123.5	0.758471	0.538371	7
124	0.851625	0.539919	7
124.5	0.865681	0.541547	7
125	0.804454	0.543264	6
125.5	0.71709	0.544566	6
126	0.764864	0.546041	6
126.5	0.770178	0.54573	7
127	0.766636	0.546102	7
127.5	0.766001	0.547613	6
128	0.772929	0.548414	7
128.5	0.847606	0.549802	7
129	0.63752	0.55109	5
129.5	0.509826	0.552129	4
130	0.516678	0.553147	4
130.5	0.382898	0.553793	3
131	0.263276	0.55158	3
131.5	0.382689	0.552209	3
132	0.405411	0.552156	4
132.5	0.393439	0.550811	4
133	0.383511	0.551418	3
133.5	0.382326	0.552036	3
134	0.398119	0.548038	5
134.5	0.509911	0.548953	4
135	0.522393	0.548715	5
135.5	0.646312	0.547755	7
136	0.905644	0.549271	7
136.5	0.709949	0.550405	6
137	0.510424	0.551266	4
137.5	0.509569	0.552143	4
138	0.509672	0.553018	4
138.5	0.540013	0.551915	6
139	0.6461	0.548901	6
139.5	0.757923	0.549966	6
140	0.515158	0.549167	5
140.5	0.509744	0.550163	4
141	0.509744	0.551119	4
141.5	0.509807	0.552108	4
142	0.511549	0.55281	4
142.5	0.407751	0.551414	5
143	0.382347	0.552055	3
143.5	0.437402	0.552774	4
144	0.509895	0.553694	4
144.5	0.481947	0.549572	6
145	0.63841	0.547585	6
145.5	0.764667	0.548904	6
146	0.641519	0.549853	5
146.5	0.551473	0.548232	6
147	0.637261	0.549269	5
147.5	0.666093	0.549538	6
148	0.659164	0.550033	6
148.5	0.770948	0.551165	6
149	0.637748	0.552028	5
149.5	0.509796	0.552786	4
150	0.512512	0.552536	5
150.5	0.582375	0.553387	5
151	0.638957	0.554248	5
151.5	0.509765	0.551388	5
152	0.509827	0.552144	4
152.5	0.54083	0.552484	5
153	0.50966	0.553257	4
153.5	0.509941	0.553998	4
154	0.509605	0.55475	4
154.5	0.520042	0.554581	5
155	0.637302	0.555611	5
155.5	0.637132	0.556645	5
156	0.637446	0.557466	5
156.5	0.509786	0.558201	4
157	0.511644	0.558869	4
157.5	0.383953	0.555612	4
158	0.506964	0.551881	5
158.5	0.643258	0.549401	6
159	0.537673	0.549901	5
159.5	0.637309	0.550778	5
160	0.637406	0.551627	5
160.5	0.64379	0.551318	6
161	0.765466	0.552273	6
161.5	0.637432	0.55319	5
162	0.511893	0.553825	4
162.5	0.455498	0.551739	7
163	0.589523	0.55253	5
163.5	0.640873	0.550843	6
164	0.640705	0.551701	5
164.5	0.56101	0.552452	5
165	0.63739	0.553441	5
165.5	0.638753	0.554318	5
166	0.513001	0.553712	5
166.5	0.512256	0.554357	4
167	0.382347	0.554953	3
167.5	0.382347	0.555537	3
168	0.383689	0.553634	4
168.5	0.512525	0.551479	5
169	0.509755	0.552288	4
169.5	0.512391	0.550948	5
170	0.382347	0.551515	3
170.5	0.382347	0.552077	3
171	0.382347	0.552428	3
171.5	0.319486	0.551877	4
172	0.390606	0.550654	4
172.5	0.562683	0.550048	6
173	0.639341	0.548073	6
173.5	0.78546	0.548932	6
174	0.538921	0.549318	5
174.5	0.509759	0.549962	4
175	0.5192	0.549526	5
175.5	0.50976	0.550132	4
176	0.514354	0.547334	5
176.5	0.509765	0.547981	4
177	0.384654	0.548452	3
177.5	0.382347	0.548903	3
178	0.391199	0.547603	4
178.5	0.469601	0.547172	5
179	0.639694	0.54791	5
179.5	0.509765	0.548558	4
180	0.509931	0.549137	4
180.5	0.382347	0.549607	3
181	0.382347	0.550074	3
181.5	0.38755	0.546099	5
182	0.639441	0.545731	6
182.5	0.7648	0.546509	6
183	0.509824	0.547098	4
183.5	0.566148	0.545524	6
184	0.76235	0.546361	6
184.5	0.513404	0.546975	4
185	0.470237	0.547569	4
185.5	0.384783	0.548076	3
186	0.382958	0.548494	3
186.5	0.26656	0.547637	3
187	0.254898	0.547906	2
187.5	0.254898	0.548159	2
188	0.267657	0.546932	3
188.5	0.382285	0.547319	3
189	0.382311	0.547704	3
189.5	0.382342	0.548088	3
190	0.382389	0.548469	3
190.5	0.382311	0.548865	3
191	0.382383	0.549242	3
191.5	0.382366	0.54963	3
192	0.382368	0.550021	3
192.5	0.382249	0.550392	3
193	0.376964	0.548017	4
193.5	0.510609	0.548605	4
194	0.509792	0.549188	4
194.5	0.508279	0.547269	5
195	0.637564	0.548028	5
195.5	0.515498	0.548677	4
196	0.509786	0.549317	4
196.5	0.543036	0.549505	5
197	0.509812	0.550038	4
197.5	0.512123	0.550554	4
198	0.472977	0.550998	4
198.5	0.509915	0.551523	4
199	0.509713	0.552058	4
199.5	0.509838	0.552593	4
200	0.509796	0.553132	4
200.5	0.508034	0.54629	5
201	0.637193	0.546973	5
201.5	0.638556	0.542083	6
202	0.764597	0.542938	6
202.5	0.741052	0.537148	8
203	0.859966	0.538129	7
203.5	0.967925	0.539169	7
204	0.781135	0.540115	6
204.5	0.765562	0.540947	6
205	0.637105	0.541701	5
205.5	0.654462	0.541989	6
206	0.509827	0.542554	4
206.5	0.509855	0.543141	4
207	0.510081	0.543712	4
207.5	0.555406	0.542751	6
208	0.758794	0.542055	7
208.5	0.764591	0.542936	6
209	0.765376	0.543836	6
209.5	0.77169	0.544672	6
210	0.639576	0.545336	5
210.5	0.509786	0.545905	4
211	0.509681	0.546463	4
211.5	0.516964	0.545269	5
212	0.638009	0.545957	5
212.5	0.509827	0.546549	4
213	0.509731	0.547139	4
213.5	0.509915	0.547726	4
214	0.509775	0.548333	4
214.5	0.509838	0.548933	4
215	0.514073	0.54776	5
215.5	0.634641	0.548494	5
216	0.509733	0.544747	6
216.5	0.768296	0.543902	7
217	0.871967	0.544809	7
217.5	0.858548	0.545716	7
218	0.796851	0.546538	6
218.5	0.587083	0.546864	6
219	0.780702	0.547321	7
219.5	0.829281	0.548147	7
220	0.884306	0.549054	7
220.5	0.857855	0.548557	8
221	0.841294	0.549192	8
221.5	0.88479	0.549952	8
222	0.844161	0.550653	8
222.5	0.883734	0.551407	8
223	0.858248	0.552097	8
223.5	1.03313	0.553016	8
224	0.909419	0.553795	7
224.5	0.382332	0.55418	3
225	0.382342	0.554563	3
225.5	0.382492	0.554959	3
226	0.410765	0.554987	4
226.5	0.509812	0.555511	4
227	0.52387	0.555386	5
227.5	0.649116	0.554568	6
228	0.64383	0.553886	6
228.5	0.767896	0.554478	6
229	0.515977	0.553692	5
229.5	0.509869	0.554131	4
230	0.51024	0.554424	4
230.5	0.254898	0.554608	2
231	0.254898	0.554792	2
231.5	0.254898	0.554975	2
232	0.254898	0.555157	2
232.5	0.254898	0.555347	2
233	0.270858	0.554746	3
233.5	0.382375	0.555047	3
234	0.254883	0.555268	2
234.5	0.254924	0.555487	2
235	0.258552	0.553989	3
235.5	0.389198	0.552448	4
236	0.38254	0.552817	3
236.5	0.387088	0.551365	4
237	0.509589	0.55189	4
237.5	0.510154	0.552395	4
238	0.538875	0.550841	6
238.5	0.762882	0.551557	6
239	0.764745	0.552275	6
239.5	0.762508	0.552985	6
240	0.764613	0.553681	6
240.5	0.743812	0.554259	6
241	0.637424	0.55482	5
241.5	0.67054	0.555217	6
242	0.741666	0.555836	6
242.5	0.648346	0.556254	5
243	0.129565	0.552993	2
243.5	0.270903	0.552678	3
244	0.382316	0.552942	3
244.5	0.277913	0.552735	3
245	0.390281	0.552377	4
245.5	0.127449	0.552478	1
246	0.136387	0.551816	2
246.5	0.258469	0.550827	3
247	0.282356	0.550761	3
247.5	0.254898	0.551022	2
248	0.254898	0.551265	2
248.5	0.254898	0.551506	2
249	0.254898	0.551747	2
249.5	0.261484	0.549743	3
250	0.26904	0.549214	3
250.5	0.382869	0.543681	4
251	0.384669	0.540938	5
251.5	0.637467	0.541486	5
252	0.557139	0.541295	6
252.5	0.639769	0.54173	5
253	0.382347	0.542107	3
253.5	0.388259	0.542176	4
254	0.509786	0.542683	4
254.5	0.509759	0.543192	4
255	0.509889	0.543683	4
255.5	0.509724	0.544171	4
256	0.395844	0.543258	4
256.5	0.562813	0.543668	5
257	0.637119	0.54423	5
257.5	0.637183	0.544782	5
258	0.64132	0.543448	6
258.5	0.540244	0.543665	5
259	0.510624	0.544023	4
259.5	0.382347	0.544363	3
260	0.384927	0.541644	4
260.5	0.280326	0.541537	3
261	0.382347	0.541871	3
261.5	0.384166	0.541772	4
262	0.510211	0.54125	5
262.5	0.63724	0.541811	5
263	0.64379	0.54228	5
263.5	0.509895	0.542646	4
264	0.382285	0.542992	3
264.5	0.382404	0.543338	3
265	0.382264	0.543682	3
265.5	0.382466	0.544025	3
266	0.382337	0.544381	3
266.5	0.381699	0.542755	4
267	0.509926	0.543242	4
267.5	0.510771	0.542326	5
268	0.641346	0.542874	5
268.5	0.285709	0.543037	3
269	0.429724	0.543427	4
269.5	0.509921	0.543935	4
