2	0	0	0
2.5	0.0192271	0.146885	1
3	0.127449	0.135111	1
3.5	0.129706	0.49259	2
4	0.272723	0.620922	4
4.5	0.507897	0.533793	4
5	0.509787	0.524504	4
5.5	0.510079	0.520589	4
6	0.511981	0.519176	4
6.5	0.127449	0.51899	1
7	0.13082	0.692159	2
7.5	0.277981	0.614673	3
8	0.254838	0.619804	2
8.5	0.26019	1.12627	4
9	0.509987	0.899885	4
9.5	0.5099	0.893752	4
10	0.510019	0.892569	4
10.5	0.382301	0.893938	3
11	0.392433	0.780629	4
11.5	0.516337	0.792937	4
12	0.384114	0.709758	4
12.5	0.507125	0.912763	5
13	0.637767	0.869779	5
13.5	0.50655	0.868643	4
14	0.561804	0.871077	5
14.5	0.516424	0.880517	4
15	0.386424	0.816204	4
15.5	0.385755	0.82477	3
16	0.297957	0.82703	3
16.5	0.382347	0.832851	3
17	0.284532	0.832764	3
17.5	0.402575	0.831389	4
18	0.509895	0.839679	4
18.5	0.509687	0.847598	4
19	0.509853	0.854579	4
19.5	0.509866	0.861094	4
20	0.512586	0.866623	4
20.5	0.254898	0.870048	2
21	0.254492	0.76141	3
21.5	0.254831	0.765968	2
22	0.255002	0.770257	2
22.5	0.2548	0.774617	2
23	0.258486	0.670902	3
23.5	0.261148	0.664272	3
24	0.258155	0.668373	2
24.5	0.247743	0.672209	2
25	0.262892	0.529482	4
25.5	0.272507	0.53069	3
26	0.260945	0.474038	3
26.5	0.127449	0.474641	1
27	0.0138936	0.474807	1
27.5	0.0535152	0.473749	2
28	0.257274	0.472636	3
28.5	0.28535	0.456897	4
29	0.505183	0.453873	5
29.5	0.522026	0.460907	4
30	0.503957	0.465782	4
30.5	0.385595	0.469596	3
31	0.274101	0.461935	4
31.5	0.537275	0.458529	6
32	0.627319	0.424654	6
32.5	0.628561	0.430459	6
33	0.668724	0.435014	6
33.5	0.633324	0.440256	6
34	0.700534	0.44607	6
34.5	0.634707	0.439854	7
35	0.736802	0.445602	6
35.5	0.700067	0.451841	5
36	0.63786	0.457666	5
36.5	0.548198	0.461061	5
37	0.592822	0.4617	6
37.5	0.690331	0.467301	6
38	0.683383	0.470885	5
38.5	0.467084	0.475832	4
39	0.393082	0.473314	4
39.5	0.526877	0.471413	6
40	0.696845	0.476345	6
40.5	0.648415	0.472139	7
41	0.628907	0.475411	7
41.5	0.69646	0.479285	7
42	0.614584	0.483826	6
42.5	0.660221	0.48867	6
43	0.857353	0.494299	5
43.5	0.605261	0.498726	5
44	0.67307	0.503689	5
44.5	0.539359	0.507338	4
45	0.384276	0.502788	4
45.5	0.510138	0.505634	4
46	0.382045	0.508101	3
46.5	0.427915	0.509517	4
47	0.509669	0.512431	4
47.5	0.509706	0.515123	4
48	0.382606	0.517269	3
48.5	0.383445	0.519019	3
49	0.275205	0.506056	4
49.5	0.509817	0.508561	4
